Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A806434,Oakley,10/11/2019 07:46:00 AM,10/11/2019 07:46:00 AM,4434 Frontier in Austin (TX),Owner Surrender,Sick,Dog,Intact Male,2 years,Alaskan Malamute,Brown/White,Oakley,10/14/2019 04:14:00 PM,10/14/2019 04:14:00 PM,10/11/2017,Dog,Neutered Male,2 years,Alaskan Malamute,Brown/White,0.0
A793704,,04/28/2019 04:54:00 PM,04/28/2019 04:54:00 PM,5801 Ainez Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue,,04/30/2019 12:01:00 PM,04/30/2019 12:01:00 PM,04/02/2019,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue,0.0
A709923,,08/14/2015 03:22:00 PM,08/14/2015 03:22:00 PM,2612 Wheless Lane in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,08/14/2015 06:20:00 PM,08/14/2015 06:20:00 PM,07/23/2015,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A698655,,03/15/2015 04:38:00 PM,03/15/2015 04:38:00 PM,S Congress Ave & W Oltorf St in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Buff,,03/24/2015 02:30:00 PM,03/24/2015 02:30:00 PM,03/15/2008,Dog,Neutered Male,7 years,Yorkshire Terrier Mix,Buff,0.0
A747325,,04/18/2017 11:48:00 AM,04/18/2017 11:48:00 AM,Austin (TX),Stray,Nursing,Dog,Intact Male,2 days,Chihuahua Shorthair Mix,Tan,,07/08/2017 11:42:00 AM,07/08/2017 11:42:00 AM,04/16/2017,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan,0.0
A770180,Oreo,04/17/2018 05:26:00 PM,04/17/2018 05:26:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 months,Alaskan Husky/Border Collie,Black/White,Oreo,04/26/2018 11:45:00 AM,04/26/2018 11:45:00 AM,09/17/2017,Dog,Neutered Male,7 months,Alaskan Husky/Border Collie,Black/White,0.0
A650349,Ethel,10/22/2013 12:06:00 PM,10/22/2013 12:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie,Ethel,12/16/2013 02:17:00 PM,12/16/2013 02:17:00 PM,03/27/2007,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie,0.0
A750007,,05/22/2017 02:25:00 PM,05/22/2017 02:25:00 PM,600 West William Cannon in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie,,06/10/2017 02:13:00 PM,06/10/2017 02:13:00 PM,04/22/2017,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Tortie,0.0
A746377,,04/01/2017 03:10:00 PM,04/01/2017 03:10:00 PM,5526 S Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,04/02/2017 09:20:00 AM,04/02/2017 09:20:00 AM,04/01/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
A725298,,04/27/2016 05:48:00 PM,04/27/2016 05:48:00 PM,5911 Wideleaf Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Siamese Mix,Lynx Point,,05/03/2016 07:05:00 PM,05/03/2016 07:05:00 PM,04/27/2015,Cat,Neutered Male,1 year,Siamese Mix,Lynx Point,0.0
A785393,Luna,12/02/2018 01:41:00 PM,12/02/2018 01:41:00 PM,19904 Lockwood Springs in Travis (TX),Stray,Normal,Dog,Intact Female,6 months,Chesa Bay Retr,Blue,Luna,01/28/2019 05:21:00 PM,01/28/2019 05:21:00 PM,06/02/2018,Dog,Spayed Female,7 months,Chesa Bay Retr,Blue,0.0
A720159,*Roy,02/03/2016 02:31:00 PM,02/03/2016 02:31:00 PM,4710 Bandera Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,*Roy,03/13/2016 06:39:00 PM,03/13/2016 06:39:00 PM,11/26/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0
A665404,Bella,10/17/2013 01:12:00 PM,10/17/2013 01:12:00 PM,904 E Braker Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Boxer Mix,Brown/White,Bella,10/17/2013 01:33:00 PM,10/17/2013 01:33:00 PM,10/17/2009,Dog,Spayed Female,4 years,Boxer Mix,Brown/White,0.0
A758526,*Amy,09/18/2017 11:04:00 AM,09/18/2017 11:04:00 AM,6800 Santos Street in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,American Shorthair Mix,Torbie,*Amy,10/19/2017 07:57:00 AM,10/19/2017 07:57:00 AM,08/18/2017,Cat,Spayed Female,2 months,American Shorthair Mix,Torbie,0.0
A664503,,10/04/2013 12:08:00 PM,10/04/2013 12:08:00 PM,Deidra Drive in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,,10/10/2013 06:17:00 PM,10/10/2013 06:17:00 PM,07/20/2013,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A766606,Zeek,02/12/2018 04:42:00 PM,02/12/2018 04:42:00 PM,4605 Imperial Drive South in Austin (TX),Stray,Normal,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Black,Zeek,02/17/2018 12:42:00 PM,02/17/2018 12:42:00 PM,05/12/2017,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Black,0.0
A701094,,04/24/2015 01:18:00 AM,04/24/2015 01:18:00 AM,13110 Bennington Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,,04/25/2015 09:00:00 AM,04/25/2015 09:00:00 AM,11/24/2014,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A704365,*Hannah Blue,06/03/2015 06:04:00 PM,06/03/2015 06:04:00 PM,4502 Gillis St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Blue Tabby,*Hannah Blue,07/08/2015 05:25:00 PM,07/08/2015 05:25:00 PM,04/03/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby,0.0
A799230,,07/06/2019 11:27:00 AM,07/06/2019 11:27:00 AM,1119 Mission Ridge in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,,07/07/2019 05:53:00 PM,07/07/2019 05:53:00 PM,05/15/2019,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,0.0
A718115,,12/21/2015 03:28:00 PM,12/21/2015 03:28:00 PM,5805 Wellington in Austin (TX),Stray,Normal,Cat,Intact Male,4 years,Domestic Shorthair Mix,Blue/White,,01/08/2016 07:22:00 PM,01/08/2016 07:22:00 PM,12/21/2011,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue/White,0.0
A786061,Anna,12/15/2018 05:15:00 PM,12/15/2018 05:15:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Tortie,Anna,01/15/2019 09:49:00 AM,01/15/2019 09:49:00 AM,10/30/2018,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie,0.0
A590089,Chino,04/20/2015 04:41:00 PM,04/20/2015 04:41:00 PM,9304 Chatterton Court in Austin (TX),Euthanasia Request,Normal,Dog,Spayed Female,5 years,Rottweiler,Black/Tan,Chino,04/21/2015 01:25:00 PM,04/21/2015 01:25:00 PM,02/10/2010,Dog,Spayed Female,5 years,Rottweiler,Black/Tan,1.0
A788861,Chance,02/10/2019 12:11:00 PM,02/10/2019 12:11:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Maine Coon Mix,Brown Tabby,Chance,02/14/2019 12:24:00 PM,02/14/2019 12:24:00 PM,02/10/2014,Cat,Neutered Male,5 years,Maine Coon Mix,Brown Tabby,0.0
A689842,Indigo,10/10/2014 02:16:00 PM,10/10/2014 02:16:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Australian Cattle Dog Mix,Blue Merle,Indigo,10/20/2014 06:07:00 PM,10/20/2014 06:07:00 PM,06/25/2014,Dog,Spayed Female,3 months,Australian Cattle Dog Mix,Blue Merle,0.0
A797021,,06/08/2019 01:00:00 PM,06/08/2019 01:00:00 PM,9209 Quail Cove in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby/White,,06/21/2019 03:10:00 PM,06/21/2019 03:10:00 PM,04/08/2019,Cat,Intact Male,2 months,Domestic Medium Hair,Brown Tabby/White,0.0
A702589,,05/16/2015 12:48:00 AM,05/16/2015 12:48:00 AM,300 W 2Nd St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Black/Brown,,05/16/2015 06:57:00 AM,05/16/2015 06:57:00 AM,04/16/2015,Other,Unknown,4 weeks,Bat,Black/Brown,1.0
A687387,Sunkist,09/04/2014 11:44:00 AM,09/04/2014 11:44:00 AM,Sahara Ave & Mojave Dr in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,Tan,Sunkist,10/28/2014 06:48:00 PM,10/28/2014 06:48:00 PM,09/04/2013,Other,Intact Male,1 year,Rabbit Sh,Tan,0.0
A712303,Pooh,09/21/2015 11:32:00 AM,09/21/2015 11:32:00 AM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Labrador Retriever/Australian Shepherd,Tan/White,Pooh,10/02/2015 01:06:00 PM,10/02/2015 01:06:00 PM,03/21/2014,Dog,Spayed Female,1 year,Labrador Retriever/Australian Shepherd,Tan/White,0.0
A683663,,07/13/2014 01:52:00 PM,07/13/2014 01:52:00 PM,5901 S First in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Orange Tabby,,07/14/2014 09:00:00 AM,07/14/2014 09:00:00 AM,02/13/2014,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Orange Tabby,0.0
A730796,Sheeba,07/15/2016 04:57:00 PM,07/15/2016 04:57:00 PM,S 1St St & W Oltorf St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/Black,Sheeba,07/24/2016 06:19:00 PM,07/24/2016 06:19:00 PM,07/11/2014,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/Black,0.0
A686268,Tupac,08/19/2014 11:17:00 AM,08/19/2014 11:17:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black/White,Tupac,08/30/2014 04:49:00 PM,08/30/2014 04:49:00 PM,12/03/2013,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black/White,0.0
A697230,Minena,02/20/2015 08:55:00 AM,02/20/2015 08:55:00 AM,Rutland Dr & Metric Blvd in Austin (TX),Stray,Injured,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black,Minena,02/20/2015 05:35:00 PM,02/20/2015 05:35:00 PM,02/20/2006,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black,1.0
A684893,Babe,07/31/2014 01:46:00 PM,07/31/2014 01:46:00 PM,Shag Bark Trail in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black,Babe,08/08/2014 11:59:00 AM,08/08/2014 11:59:00 AM,04/01/2011,Dog,Spayed Female,3 years,German Shepherd Mix,Brown/Black,0.0
A689405,,10/03/2014 04:40:00 PM,10/03/2014 04:40:00 PM,500 E Cesar Chavez in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown,,10/03/2014 04:58:00 PM,10/03/2014 04:58:00 PM,10/03/2012,Other,Unknown,2 years,Bat Mix,Brown,1.0
A759799,,10/07/2017 03:02:00 PM,10/07/2017 03:02:00 PM,10103 Capitol View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,,10/12/2017 05:07:00 PM,10/12/2017 05:07:00 PM,08/07/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,0.0
A739141,Doug,11/28/2016 03:46:00 PM,11/28/2016 03:46:00 PM,12820 N Lamar in Austin (TX),Stray,Sick,Dog,Neutered Male,8 years,Pomeranian Mix,Tan/White,Doug,12/02/2016 05:41:00 PM,12/02/2016 05:41:00 PM,11/28/2008,Dog,Neutered Male,8 years,Pomeranian Mix,Tan/White,0.0
A678671,,05/11/2014 02:46:00 PM,05/11/2014 02:46:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,6 days,Domestic Shorthair Mix,Blue Tabby,,07/12/2014 08:31:00 PM,07/12/2014 08:31:00 PM,05/05/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,0.0
A803408,,08/31/2019 04:33:00 PM,08/31/2019 04:33:00 PM,1012 Fieldwood Drive in Austin (TX),Stray,Normal,Cat,Unknown,4 months,Domestic Shorthair Mix,Torbie,,09/03/2019 11:14:00 AM,09/03/2019 11:14:00 AM,04/16/2019,Cat,Unknown,4 months,Domestic Shorthair Mix,Torbie,0.0
A650399,Tyson,11/06/2013 11:11:00 AM,11/06/2013 11:11:00 AM,Rundberg And Lamar in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Yorkshire Terrier/Chihuahua Longhair,Silver/Tan,Tyson,11/15/2013 04:23:00 PM,11/15/2013 04:23:00 PM,03/28/2011,Dog,Neutered Male,2 years,Yorkshire Terrier/Chihuahua Longhair,Silver/Tan,0.0
A719490,*Baxter,01/21/2016 11:06:00 AM,01/21/2016 11:06:00 AM,1305 Citation Circle in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black,*Baxter,01/23/2016 04:01:00 PM,01/23/2016 04:01:00 PM,11/30/2015,Dog,Intact Male,1 month,Labrador Retriever Mix,Black,0.0
A781923,Paco,10/08/2018 11:15:00 AM,10/08/2018 11:15:00 AM,Travis (TX),Public Assist,Normal,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tan,Paco,10/15/2018 05:15:00 PM,10/15/2018 05:15:00 PM,10/08/2006,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Tan,0.0
A746513,Snowy,04/04/2017 11:10:00 AM,04/04/2017 11:10:00 AM,Springdale Rd & Alf Ave in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Siberian Husky Mix,White,Snowy,04/04/2017 03:17:00 PM,04/04/2017 03:17:00 PM,04/04/2016,Dog,Neutered Male,1 year,Siberian Husky Mix,White,0.0
A708346,,07/26/2015 11:56:00 AM,07/26/2015 11:56:00 AM,5704 Bitterwood Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue,,07/30/2015 05:49:00 PM,07/30/2015 05:49:00 PM,05/11/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,0.0
A713344,Nn,10/05/2015 06:04:00 PM,10/05/2015 06:04:00 PM,8023 Coulver in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Blue,Nn,11/22/2015 12:28:00 PM,11/22/2015 12:28:00 PM,09/07/2015,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue,0.0
A684222,Brownie,01/06/2016 02:29:00 PM,01/06/2016 02:29:00 PM,9059 Galewood Dr in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White,Brownie,01/13/2016 03:02:00 PM,01/13/2016 03:02:00 PM,07/21/2011,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White,0.0
A636542,,10/26/2016 11:12:00 AM,10/26/2016 11:12:00 AM,1907 Fairlawn Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White,,10/27/2016 09:00:00 AM,10/27/2016 09:00:00 AM,09/07/2011,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A620608,Murphy,04/14/2018 04:57:00 PM,04/14/2018 04:57:00 PM,1003 Romeria Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,15 years,Maltese Mix,White,Murphy,04/15/2018 01:52:00 PM,04/15/2018 01:52:00 PM,02/22/2003,Dog,Neutered Male,15 years,Maltese Mix,White,0.0
A690528,,10/22/2014 11:09:00 AM,10/22/2014 11:09:00 AM,1050 E 11Th St Suite #250 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,10/23/2014 08:16:00 AM,10/23/2014 08:16:00 AM,10/22/2013,Other,Unknown,1 year,Bat,Brown,1.0
A688168,*Fox,09/15/2014 04:19:00 PM,09/15/2014 04:19:00 PM,7601 Dixie in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Yellow,*Fox,09/21/2014 05:57:00 PM,09/21/2014 05:57:00 PM,09/15/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Yellow,0.0
A700242,Molly,04/10/2015 02:23:00 PM,04/10/2015 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 years,Labrador Retriever/Chow Chow,Black,Molly,04/23/2015 12:09:00 PM,04/23/2015 12:09:00 PM,04/10/2008,Dog,Intact Female,7 years,Labrador Retriever/Chow Chow,Black,0.0
A710748,*Mel,08/27/2015 11:20:00 AM,08/27/2015 11:20:00 AM,2707 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Mel,10/06/2015 05:35:00 PM,10/06/2015 05:35:00 PM,07/12/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A777743,Rambo,08/02/2018 01:42:00 PM,08/02/2018 01:42:00 PM,4604 Rocking Chair in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Yorkshire Terrier Mix,Silver/Tan,Rambo,08/13/2018 06:41:00 PM,08/13/2018 06:41:00 PM,05/02/2018,Dog,Intact Male,3 months,Yorkshire Terrier Mix,Silver/Tan,0.0
A764672,Nova,01/03/2018 04:51:00 PM,01/03/2018 04:51:00 PM,7601 Daffan Ln in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull/Basset Hound,Tan,Nova,03/10/2018 05:32:00 PM,03/10/2018 05:32:00 PM,01/03/2015,Dog,Neutered Male,3 years,Pit Bull/Basset Hound,Tan,0.0
A781486,Susie,09/30/2018 12:20:00 PM,09/30/2018 12:20:00 PM,Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White,Susie,10/05/2018 03:32:00 PM,10/05/2018 03:32:00 PM,09/30/2017,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/White,0.0
A697606,*Sasha,02/25/2015 12:59:00 PM,02/25/2015 12:59:00 PM,Ed Acklin Rd And Damita Jo Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog,Blue Tick/Red Tick,*Sasha,03/02/2015 03:10:00 PM,03/02/2015 03:10:00 PM,08/25/2013,Dog,Spayed Female,1 year,Australian Cattle Dog,Blue Tick/Red Tick,0.0
A761322,Duke,11/02/2017 03:55:00 PM,11/02/2017 03:55:00 PM,Emmitt Run And Steven Creek Way in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Staffordshire Mix,Yellow Brindle/White,Duke,11/02/2017 06:21:00 PM,11/02/2017 06:21:00 PM,02/02/2017,Dog,Intact Male,8 months,Staffordshire Mix,Yellow Brindle/White,0.0
A755142,,07/29/2017 03:27:00 PM,07/29/2017 03:27:00 PM,7902 Marble Ridge in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,,07/29/2017 04:37:00 PM,07/29/2017 04:37:00 PM,07/14/2017,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,0.0
A798441,Curly,06/26/2019 10:36:00 AM,06/26/2019 10:36:00 AM,14405 Jacobson Road in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White,Curly,07/01/2019 06:48:00 PM,07/01/2019 06:48:00 PM,04/19/2019,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White,0.0
A776040,,07/08/2018 10:25:00 AM,07/08/2018 10:25:00 AM,Elm Creek And East William Cannon in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Lilac Point/White,,07/12/2018 03:58:00 PM,07/12/2018 03:58:00 PM,04/16/2018,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Lilac Point/White,0.0
A798043,,06/20/2019 04:51:00 PM,06/20/2019 04:51:00 PM,1500 West William Cannon Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,,06/24/2019 04:45:00 PM,06/24/2019 04:45:00 PM,04/20/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,0.0
A698641,Sampson,03/15/2015 01:38:00 PM,03/15/2015 01:38:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,10 years,Pit Bull Mix,Brown Brindle/White,Sampson,03/15/2015 02:01:00 PM,03/15/2015 02:01:00 PM,03/15/2005,Dog,Neutered Male,10 years,Pit Bull Mix,Brown Brindle/White,1.0
A802042,*Motorola,08/13/2019 12:25:00 PM,08/13/2019 12:25:00 PM,6805 Stonleigh in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,*Motorola,09/05/2019 04:49:00 PM,09/05/2019 04:49:00 PM,05/29/2019,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby,0.0
A762307,Max,11/17/2017 06:35:00 PM,11/17/2017 06:35:00 PM,2900 South 1St in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tricolor,Max,11/19/2017 05:25:00 PM,11/19/2017 05:25:00 PM,11/17/2015,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tricolor,0.0
A802787,*Gnocchi,08/22/2019 04:42:00 PM,08/22/2019 04:42:00 PM,1506 Estrella Drive in Travis (TX),Stray,Injured,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Black/Tan,*Gnocchi,09/20/2019 05:43:00 PM,09/20/2019 05:43:00 PM,07/07/2019,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Tan,0.0
A758639,Louie,09/19/2017 03:57:00 PM,09/19/2017 03:57:00 PM,1030 Norwood Park Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Australian Shepherd/Labrador Retriever,White/Black,Louie,09/27/2017 05:08:00 PM,09/27/2017 05:08:00 PM,11/19/2016,Dog,Neutered Male,10 months,Australian Shepherd/Labrador Retriever,White/Black,0.0
A743525,*Symphony,02/12/2017 11:00:00 AM,02/12/2017 11:00:00 AM,Rundberg Ln And Lamar Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pointer Mix,Chocolate/White,*Symphony,02/19/2017 06:30:00 PM,02/19/2017 06:30:00 PM,02/12/2016,Dog,Spayed Female,1 year,Pointer Mix,Chocolate/White,0.0
A803437,Patience,09/01/2019 11:08:00 AM,09/01/2019 11:08:00 AM,Franklin Avenue And Link in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan,Patience,09/10/2019 01:16:00 PM,09/10/2019 01:16:00 PM,09/01/2014,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan,0.0
A749689,Buddy,05/18/2017 12:55:00 PM,05/18/2017 12:55:00 PM,2004 Golden Sunrise Ln in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Cream,Buddy,05/28/2017 03:15:00 PM,05/28/2017 03:15:00 PM,05/18/2016,Dog,Neutered Male,1 year,German Shepherd Mix,Cream,0.0
A785024,*Minnow,11/25/2018 02:42:00 PM,11/25/2018 02:42:00 PM,2418 Stratford Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Cattle Dog/German Shepherd,Tricolor,*Minnow,02/20/2019 11:00:00 AM,02/20/2019 11:00:00 AM,11/25/2017,Dog,Spayed Female,1 year,Australian Cattle Dog/German Shepherd,Tricolor,0.0
A797631,*Pigeon,06/15/2019 04:17:00 PM,06/15/2019 04:17:00 PM,1600 East Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Gray/White,*Pigeon,07/24/2019 02:36:00 PM,07/24/2019 02:36:00 PM,06/15/2017,Dog,Spayed Female,2 years,Pit Bull,Gray/White,0.0
A765736,Mocha Cholat,01/25/2018 03:01:00 PM,01/25/2018 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Brown/Tan,Mocha Cholat,01/28/2018 05:44:00 PM,01/28/2018 05:44:00 PM,02/25/2017,Dog,Neutered Male,11 months,Chihuahua Shorthair Mix,Brown/Tan,0.0
A713635,Lena,10/09/2015 09:59:00 PM,10/09/2015 09:59:00 PM,Trailside Dr & Barton Hills Dr in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Great Dane Mix,Brown,Lena,10/13/2015 04:21:00 PM,10/13/2015 04:21:00 PM,10/09/2012,Dog,Spayed Female,3 years,Great Dane Mix,Brown,0.0
A704360,*Emily,06/03/2015 06:04:00 PM,06/03/2015 06:04:00 PM,4502 Gillis St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Gray Tabby,*Emily,06/27/2015 05:21:00 PM,06/27/2015 05:21:00 PM,04/03/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby,0.0
A747387,Bandit,04/18/2017 06:44:00 PM,04/18/2017 06:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Rottweiler Mix,Black/Tan,Bandit,04/25/2017 04:27:00 PM,04/25/2017 04:27:00 PM,10/18/2015,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan,0.0
A798224,Oreo,06/23/2019 12:47:00 PM,06/23/2019 12:47:00 PM,1709 East Highway 71 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,Oreo,07/01/2019 03:59:00 PM,07/01/2019 03:59:00 PM,05/01/2019,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A686406,,08/21/2014 12:39:00 PM,08/21/2014 12:39:00 PM,Loyola And Decker in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black,,08/25/2014 05:12:00 PM,08/25/2014 05:12:00 PM,08/21/2013,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black,0.0
A677792,,04/29/2014 01:42:00 PM,04/29/2014 01:42:00 PM,1203 Cometa St in Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,1 week,Domestic Shorthair Mix,White/Blue,,04/29/2014 03:47:00 PM,04/29/2014 03:47:00 PM,04/22/2014,Cat,Intact Female,1 week,Domestic Shorthair Mix,White/Blue,1.0
