Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A814458,Scarlett,02/29/2020 02:27:00 PM,02/29/2020 02:27:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby,Scarlett,03/03/2020 05:52:00 PM,03/03/2020 05:52:00 PM,11/29/2019,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby,0.0
A814457,Princess,02/29/2020 02:39:00 PM,02/29/2020 02:39:00 PM,13710 Merseyside Drive in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Blue/White,Princess,03/01/2020 02:02:00 PM,03/01/2020 02:02:00 PM,03/01/2019,Dog,Intact Female,1 year,Pit Bull,Blue/White,0.0
A814456,,02/29/2020 02:35:00 PM,02/29/2020 02:35:00 PM,2513 Allred Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 days,Domestic Shorthair Mix,Tortie,,02/29/2020 04:32:00 PM,02/29/2020 04:32:00 PM,02/25/2020,Cat,Intact Female,4 days,Domestic Shorthair Mix,Tortie,0.0
A814455,,02/29/2020 02:35:00 PM,02/29/2020 02:35:00 PM,2513 Allred Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby,,02/29/2020 04:32:00 PM,02/29/2020 04:32:00 PM,02/25/2020,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby,0.0
A814454,,02/29/2020 02:35:00 PM,02/29/2020 02:35:00 PM,2513 Allred Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby,,02/29/2020 04:31:00 PM,02/29/2020 04:31:00 PM,02/25/2020,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby,0.0
A814453,,02/29/2020 02:27:00 PM,02/29/2020 02:27:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,,03/01/2020 02:28:00 PM,03/01/2020 02:28:00 PM,11/29/2019,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A814452,*Panda,02/29/2020 02:27:00 PM,02/29/2020 02:27:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,*Panda,03/06/2020 07:17:00 PM,03/06/2020 07:17:00 PM,11/29/2019,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,0.0
A814451,*Marvin,02/29/2020 02:24:00 PM,02/29/2020 02:24:00 PM,7901 East Ben White Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Black/Tan Hound/Doberman Pinsch,Black/Red,*Marvin,03/12/2020 12:11:00 PM,03/12/2020 12:11:00 PM,03/01/2019,Dog,Neutered Male,1 year,Black/Tan Hound/Doberman Pinsch,Black/Red,0.0
A814450,Bentley,02/29/2020 02:10:00 PM,02/29/2020 02:10:00 PM,59608 Havant Way in Travis (TX),Stray,Aged,Dog,Intact Male,14 years,Yorkshire Terrier,Brown/Black,Bentley,02/29/2020 05:12:00 PM,02/29/2020 05:12:00 PM,03/01/2006,Dog,Intact Male,14 years,Yorkshire Terrier,Brown/Black,0.0
A814449,,02/29/2020 02:04:00 PM,02/29/2020 02:04:00 PM,Palm Way And Mopac in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Pit Bull Mix,Black/White,,03/06/2020 04:17:00 PM,03/06/2020 04:17:00 PM,10/29/2019,Dog,Neutered Male,4 months,Pit Bull Mix,Black/White,0.0
A814448,,02/29/2020 01:53:00 PM,02/29/2020 01:53:00 PM,Runderg And North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Beagle Mix,Brown/White,,03/06/2020 06:28:00 PM,03/06/2020 06:28:00 PM,08/29/2019,Dog,Spayed Female,6 months,Beagle Mix,Brown/White,0.0
A814447,,02/29/2020 01:51:00 PM,02/29/2020 01:51:00 PM,12506 Monaghan Trail in Austin (TX),Stray,Injured,Cat,Intact Male,5 years,Domestic Shorthair,Black,,03/04/2020 10:35:00 AM,03/04/2020 10:35:00 AM,03/01/2015,Cat,Intact Male,5 years,Domestic Shorthair,Black,0.0
A814446,,02/29/2020 01:31:00 PM,02/29/2020 01:31:00 PM,1012 Fieldwood Drive in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,,03/04/2020 10:36:00 AM,03/04/2020 10:36:00 AM,03/01/2019,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,0.0
A814445,,02/29/2020 01:15:00 PM,02/29/2020 01:15:00 PM,6317 Del Monte Road in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Blue/White,,03/04/2020 10:40:00 AM,03/04/2020 10:40:00 AM,03/01/2018,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Blue/White,0.0
A814444,Nala,02/29/2020 01:17:00 PM,02/29/2020 01:17:00 PM,13504 Fern Grove Court in Manor (TX),Stray,Aged,Dog,Spayed Female,15 years,Chihuahua Shorthair,Tan,Nala,02/29/2020 03:33:00 PM,02/29/2020 03:33:00 PM,03/01/2005,Dog,Spayed Female,15 years,Chihuahua Shorthair,Tan,0.0
A814443,*Juliet,02/29/2020 01:05:00 PM,02/29/2020 01:05:00 PM,2905 Pecan Springs Road in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Red,*Juliet,03/07/2020 05:26:00 PM,03/07/2020 05:26:00 PM,03/01/2019,Dog,Spayed Female,1 year,Chihuahua Shorthair,Red,0.0
A814441,Domino,02/29/2020 12:32:00 PM,02/29/2020 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Gray,Domino,03/01/2020 03:43:00 PM,03/01/2020 03:43:00 PM,08/29/2018,Other,Intact Male,1 year,Guinea Pig,Gray,0.0
A814440,Queso,02/29/2020 12:32:00 PM,02/29/2020 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Tan,Queso,03/01/2020 03:42:00 PM,03/01/2020 03:42:00 PM,08/29/2018,Other,Intact Male,1 year,Guinea Pig,Tan,0.0
A814439,Draco,02/29/2020 12:32:00 PM,02/29/2020 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Brown,Draco,03/01/2020 03:41:00 PM,03/01/2020 03:41:00 PM,08/29/2018,Other,Intact Male,1 year,Guinea Pig,Brown,0.0
A814438,Skippy,02/29/2020 12:32:00 PM,02/29/2020 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Calico,Skippy,03/01/2020 03:39:00 PM,03/01/2020 03:39:00 PM,08/29/2018,Other,Intact Male,1 year,Guinea Pig,Calico,0.0
A814437,Mr. Tarzan,02/29/2020 12:32:00 PM,02/29/2020 12:32:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Calico,Mr. Tarzan,03/01/2020 03:39:00 PM,03/01/2020 03:39:00 PM,08/29/2018,Other,Intact Male,1 year,Guinea Pig,Calico,0.0
A814435,,02/29/2020 12:06:00 PM,02/29/2020 12:06:00 PM,Bluff Bend Drive And Childress Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Medium Hair,Orange Tabby/White,,03/04/2020 10:40:00 AM,03/04/2020 10:40:00 AM,03/01/2019,Cat,Intact Male,1 year,Domestic Medium Hair,Orange Tabby/White,0.0
A814434,,02/29/2020 12:06:00 PM,02/29/2020 12:06:00 PM,Bluff Bend Drive And Childress Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,,03/04/2020 10:41:00 AM,03/04/2020 10:41:00 AM,03/01/2019,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,0.0
A814433,,02/29/2020 12:05:00 PM,02/29/2020 12:05:00 PM,Travis (TX),Wildlife,Injured,Other,Unknown,4 days,Rabbit Sh,Gray,,02/29/2020 12:13:00 PM,02/29/2020 12:13:00 PM,02/25/2020,Other,Unknown,4 days,Rabbit Sh,Gray,1.0
A814432,Spencer,03/02/2020 03:41:00 PM,03/02/2020 03:41:00 PM,Austin (TX),Public Assist,Normal,Cat,Neutered Male,1 year,Domestic Medium Hair,Brown Tabby/White,Spencer,03/10/2020 01:23:00 PM,03/10/2020 01:23:00 PM,03/01/2019,Cat,Neutered Male,1 year,Domestic Medium Hair,Brown Tabby/White,0.0
A814430,,02/29/2020 11:28:00 AM,02/29/2020 11:28:00 AM,Mearns Meadow And Rutland in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Jack Russell Terrier Mix,White/Brown,,03/04/2020 05:05:00 PM,03/04/2020 05:05:00 PM,12/07/2019,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,White/Brown,0.0
A814429,Charlie,02/29/2020 11:28:00 AM,02/29/2020 11:28:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Shih Tzu,White/Fawn,Charlie,02/29/2020 05:49:00 PM,02/29/2020 05:49:00 PM,03/01/2015,Dog,Neutered Male,5 years,Shih Tzu,White/Fawn,0.0
A814428,,02/29/2020 10:43:00 AM,02/29/2020 10:43:00 AM,1307 East 52Nd in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Longhair Mix,Gray Tabby/White,,03/04/2020 08:06:00 PM,03/04/2020 08:06:00 PM,11/29/2019,Cat,Spayed Female,3 months,Domestic Longhair Mix,Gray Tabby/White,0.0
A814427,,02/29/2020 10:43:00 AM,02/29/2020 10:43:00 AM,1307 East 52Nd in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Longhair Mix,Gray Tabby,,03/06/2020 05:31:00 PM,03/06/2020 05:31:00 PM,11/29/2019,Cat,Spayed Female,3 months,Domestic Longhair Mix,Gray Tabby,0.0
A814426,,02/29/2020 10:43:00 AM,02/29/2020 10:43:00 AM,1307 East 52Nd in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Longhair Mix,Gray Tabby,,03/06/2020 05:51:00 PM,03/06/2020 05:51:00 PM,11/29/2019,Cat,Neutered Male,3 months,Domestic Longhair Mix,Gray Tabby,0.0
A814424,Barbie,02/29/2020 10:41:00 AM,02/29/2020 10:41:00 AM,916 East Koenig Lane in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Catahoula,Blue Merle,Barbie,03/06/2020 06:05:00 PM,03/06/2020 06:05:00 PM,12/14/2019,Dog,Spayed Female,2 months,Catahoula,Blue Merle,0.0
A814423,,02/29/2020 09:05:00 AM,02/29/2020 09:05:00 AM,William Cannon And Bannockburn Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Standard Poodle,White/Black,,03/04/2020 03:55:00 PM,03/04/2020 03:55:00 PM,03/01/2019,Dog,Intact Male,1 year,Labrador Retriever/Standard Poodle,White/Black,0.0
A814419,,02/29/2020 08:49:00 AM,02/29/2020 08:49:00 AM,Decker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/White,,03/01/2020 02:51:00 PM,03/01/2020 02:51:00 PM,03/01/2018,Dog,Intact Male,2 years,Siberian Husky,Black/White,0.0
A814402,,02/29/2020 03:48:00 AM,02/29/2020 03:48:00 AM,1801 W Wells Branch Pkwy in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,02/29/2020 09:40:00 AM,02/29/2020 09:40:00 AM,03/01/2019,Other,Unknown,1 year,Bat,Brown,1.0
A814401,,02/29/2020 03:35:00 AM,02/29/2020 03:35:00 AM,12512 Old Kimbro Rd in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,02/29/2020 09:38:00 AM,02/29/2020 09:38:00 AM,03/01/2018,Other,Unknown,2 years,Bat,Brown,1.0
A814398,Ally,02/28/2020 10:45:00 PM,02/28/2020 10:45:00 PM,3636 N Rr 620 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Labrador Retriever,Black/White,Ally,03/12/2020 12:34:00 PM,03/12/2020 12:34:00 PM,02/28/2017,Dog,Spayed Female,3 years,Labrador Retriever,Black/White,0.0
A814395,Max,02/28/2020 06:31:00 PM,02/28/2020 06:31:00 PM,801 West 5Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,14 years,Irish Wolfhound/German Shepherd,Tricolor,Max,02/29/2020 12:33:00 PM,02/29/2020 12:33:00 PM,03/01/2006,Dog,Neutered Male,14 years,Irish Wolfhound/German Shepherd,Tricolor,0.0
A814381,,02/28/2020 04:18:00 PM,02/28/2020 04:18:00 PM,3411 Andtree in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Burmese Mix,Chocolate,,03/05/2020 02:57:00 PM,03/05/2020 02:57:00 PM,09/28/2019,Cat,Intact Female,5 months,Burmese Mix,Chocolate,0.0
A814375,,02/28/2020 03:45:00 PM,02/28/2020 03:45:00 PM,1800 East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Cardigan Welsh Corgi Mix,Brown/White,,03/03/2020 05:15:00 PM,03/03/2020 05:15:00 PM,02/28/2018,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Brown/White,0.0
A814374,,02/28/2020 03:33:00 PM,02/28/2020 03:33:00 PM,9117 Anderson Mill Road in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Dwarf Hotot,Gray,,03/03/2020 04:47:00 PM,03/03/2020 04:47:00 PM,02/28/2019,Other,Intact Male,1 year,Dwarf Hotot,Gray,0.0
A814372,Chance,02/28/2020 03:14:00 PM,02/28/2020 03:14:00 PM,11400 Domain in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Golden Retriever,Gold,Chance,02/28/2020 07:14:00 PM,02/28/2020 07:14:00 PM,02/28/2017,Dog,Intact Female,3 years,Golden Retriever,Gold,0.0
A814371,Thunder,02/28/2020 03:15:00 PM,02/28/2020 03:15:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier,Fawn,Thunder,02/29/2020 12:38:00 PM,02/29/2020 12:38:00 PM,02/28/2019,Dog,Intact Female,1 year,American Staffordshire Terrier,Fawn,0.0
A814370,Reyna,02/28/2020 03:15:00 PM,02/28/2020 03:15:00 PM,Outside Jurisdiction,Stray,Normal,Dog,Intact Female,1 year,American Staffordshire Terrier,Fawn/White,Reyna,02/29/2020 12:37:00 PM,02/29/2020 12:37:00 PM,02/28/2019,Dog,Intact Female,1 year,American Staffordshire Terrier,Fawn/White,0.0
A814368,,02/28/2020 02:15:00 PM,02/28/2020 02:15:00 PM,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever,Black,,03/01/2020 07:12:00 PM,03/01/2020 07:12:00 PM,12/13/2019,Dog,Spayed Female,2 months,Labrador Retriever,Black,0.0
A814367,,02/28/2020 02:15:00 PM,02/28/2020 02:15:00 PM,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever,Black/White,,03/01/2020 07:09:00 PM,03/01/2020 07:09:00 PM,12/13/2019,Dog,Neutered Male,2 months,Labrador Retriever,Black/White,0.0
A814366,,02/28/2020 02:15:00 PM,02/28/2020 02:15:00 PM,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever,Black/White,,03/02/2020 01:02:00 PM,03/02/2020 01:02:00 PM,12/13/2019,Dog,Neutered Male,2 months,Labrador Retriever,Black/White,0.0
A814365,Izzy,02/28/2020 02:12:00 PM,02/28/2020 02:12:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Brown Tabby,Izzy,03/02/2020 02:07:00 PM,03/02/2020 02:07:00 PM,02/28/2007,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Brown Tabby,0.0
A814364,Sofi,02/28/2020 02:12:00 PM,02/28/2020 02:12:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Blue,Sofi,03/02/2020 02:09:00 PM,03/02/2020 02:09:00 PM,02/28/2007,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Blue,0.0
A814363,Sadie,02/28/2020 02:15:00 PM,02/28/2020 02:15:00 PM,208 Dry Creek in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever,White,Sadie,03/01/2020 04:41:00 PM,03/01/2020 04:41:00 PM,12/13/2019,Dog,Spayed Female,2 months,Labrador Retriever,White,0.0
A814361,,02/28/2020 02:01:00 PM,02/28/2020 02:01:00 PM,Travis (TX),Owner Surrender,Nursing,Dog,Unknown,1 weeks,Chihuahua Shorthair Mix,Brown,,03/10/2020 12:54:00 PM,03/10/2020 12:54:00 PM,02/19/2020,Dog,Unknown,2 weeks,Chihuahua Shorthair Mix,Brown,1.0
A814360,,02/28/2020 02:01:00 PM,02/28/2020 02:01:00 PM,Travis (TX),Owner Surrender,Nursing,Dog,Unknown,1 weeks,Chihuahua Shorthair Mix,Brown,,03/17/2020 03:21:00 PM,03/17/2020 03:21:00 PM,02/19/2020,Dog,Unknown,3 weeks,Chihuahua Shorthair Mix,Brown,1.0
A814359,,02/28/2020 02:01:00 PM,02/28/2020 02:01:00 PM,Travis (TX),Owner Surrender,Nursing,Dog,Intact Female,1 weeks,Chihuahua Shorthair Mix,Tricolor,,03/18/2020 11:38:00 AM,03/18/2020 11:38:00 AM,02/19/2020,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Tricolor,0.0
A814358,Vaca,02/28/2020 01:59:00 PM,02/28/2020 01:59:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,3 months,Chihuahua Shorthair,White/Brown,Vaca,02/28/2020 07:24:00 PM,02/28/2020 07:24:00 PM,11/28/2019,Dog,Intact Female,3 months,Chihuahua Shorthair,White/Brown,0.0
A814354,,02/28/2020 01:20:00 PM,02/28/2020 01:20:00 PM,8600 N Lamar Blvd in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black Smoke/White,,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,02/28/2018,Cat,Intact Male,2 years,Domestic Shorthair,Black Smoke/White,0.0
A814353,Tot,02/28/2020 01:04:00 PM,02/28/2020 01:04:00 PM,12670 Lime Creek Rd in Leander (TX),Stray,Normal,Cat,Neutered Male,4 months,Abyssinian,Brown Tabby/White,Tot,02/29/2020 02:27:00 PM,02/29/2020 02:27:00 PM,10/28/2019,Cat,Neutered Male,4 months,Abyssinian,Brown Tabby/White,0.0
A814352,,02/28/2020 12:42:00 PM,02/28/2020 12:42:00 PM,8600 North Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Border Terrier,Black/Brown,,03/03/2020 02:46:00 PM,03/03/2020 02:46:00 PM,08/28/2019,Dog,Spayed Female,6 months,Border Terrier,Black/Brown,0.0
A814351,*Angus,02/28/2020 12:25:00 PM,02/28/2020 12:25:00 PM,1817 Webberville Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie,Black/White,*Angus,03/12/2020 12:10:00 PM,03/12/2020 12:10:00 PM,02/28/2019,Dog,Neutered Male,1 year,Border Collie,Black/White,0.0
A814350,*Mookie,02/28/2020 12:25:00 PM,02/28/2020 12:25:00 PM,1817 Webberville Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky/Alaskan Malamute,Sable/White,*Mookie,03/07/2020 04:25:00 PM,03/07/2020 04:25:00 PM,02/28/2019,Dog,Spayed Female,1 year,Siberian Husky/Alaskan Malamute,Sable/White,0.0
A814349,*Arlo,02/28/2020 12:27:00 PM,02/28/2020 12:27:00 PM,Tech Ridge Boulevard And Mccallen Pass in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog,Blue Tick/Tricolor,*Arlo,03/07/2020 12:16:00 PM,03/07/2020 12:16:00 PM,02/28/2019,Dog,Neutered Male,1 year,Australian Cattle Dog,Blue Tick/Tricolor,0.0
A814341,*Freddie,02/28/2020 11:33:00 AM,02/28/2020 11:33:00 AM,East Pleasant Valley And 7Th Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair/Pug,Tan,*Freddie,03/17/2020 12:58:00 PM,03/17/2020 12:58:00 PM,02/28/2018,Dog,Neutered Male,2 years,Chihuahua Shorthair/Pug,Tan,0.0
A814339,Milo,02/28/2020 11:30:00 AM,02/28/2020 11:30:00 AM,1300 Fieldspar Lane in Manor (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White,Milo,03/04/2020 05:38:00 PM,03/04/2020 05:38:00 PM,02/28/2019,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White,0.0
A814338,Rover,02/28/2020 11:30:00 AM,02/28/2020 11:30:00 AM,Outside Jurisdiction,Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White,Rover,03/03/2020 05:15:00 PM,03/03/2020 05:15:00 PM,02/28/2019,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White,0.0
A814337,,02/28/2020 10:27:00 AM,02/28/2020 10:27:00 AM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Brown/White,,03/03/2020 04:48:00 PM,03/03/2020 04:48:00 PM,02/28/2019,Dog,Spayed Female,1 year,Chihuahua Shorthair,Brown/White,0.0
A814334,,02/27/2020 08:17:00 PM,02/27/2020 08:17:00 PM,1712 E 11 Th St in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/28/2020 01:04:00 PM,02/28/2020 01:04:00 PM,02/27/2018,Other,Unknown,,Bat,Brown/Brown,1.0
A814333,,02/27/2020 06:50:00 PM,02/27/2020 06:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Nursing,Cat,Unknown,4 days,Domestic Shorthair,Black/White,,02/28/2020 11:53:00 AM,02/28/2020 11:53:00 AM,02/23/2020,Cat,Unknown,5 days,Domestic Shorthair,Black/White,0.0
A814332,,02/27/2020 06:50:00 PM,02/27/2020 06:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Nursing,Cat,Unknown,4 days,Domestic Shorthair,Black/White,,02/28/2020 11:53:00 AM,02/28/2020 11:53:00 AM,02/23/2020,Cat,Unknown,5 days,Domestic Shorthair,Black/White,0.0
A814331,,02/27/2020 06:50:00 PM,02/27/2020 06:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Nursing,Cat,Unknown,4 days,Domestic Shorthair,Black/White,,02/28/2020 11:52:00 AM,02/28/2020 11:52:00 AM,02/23/2020,Cat,Unknown,5 days,Domestic Shorthair,Black/White,0.0
A814330,,02/27/2020 06:50:00 PM,02/27/2020 06:50:00 PM,7201 Levander Loop in Austin (TX),Stray,Nursing,Cat,Unknown,4 days,Domestic Shorthair,Black/White,,02/28/2020 11:52:00 AM,02/28/2020 11:52:00 AM,02/23/2020,Cat,Unknown,5 days,Domestic Shorthair,Black/White,0.0
A814327,Ichabod,02/27/2020 06:17:00 PM,02/27/2020 06:17:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Cat,Spayed Female,1 year,Domestic Medium Hair,Tortie,Ichabod,02/28/2020 06:47:00 PM,02/28/2020 06:47:00 PM,07/27/2018,Cat,Spayed Female,1 year,Domestic Medium Hair,Tortie,0.0
A814323,,02/27/2020 06:02:00 PM,02/27/2020 06:02:00 PM,Cloudview Drive And Lunar Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Mix,Tan/White,,03/02/2020 04:14:00 PM,03/02/2020 04:14:00 PM,02/27/2018,Dog,Spayed Female,2 years,Dachshund Mix,Tan/White,0.0
A814322,Begheera,02/27/2020 05:28:00 PM,02/27/2020 05:28:00 PM,Stuart Circle And Jain Lane in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever,Black,Begheera,02/28/2020 11:50:00 AM,02/28/2020 11:50:00 AM,02/27/2017,Dog,Intact Male,3 years,Labrador Retriever,Black,0.0
A814321,*Mira,02/27/2020 04:47:00 PM,02/27/2020 04:47:00 PM,2001 Bastrop Highway in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,Black,*Mira,03/06/2020 06:52:00 PM,03/06/2020 06:52:00 PM,12/14/2019,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Black,0.0
A814319,Mini,03/15/2020 04:35:00 PM,03/15/2020 04:35:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,3 months,Labrador Retriever/Pit Bull,Black,Mini,03/15/2020 03:19:00 PM,03/15/2020 03:19:00 PM,12/14/2019,Dog,Spayed Female,3 months,Labrador Retriever/Pit Bull,Black,0.0
A814318,,02/27/2020 04:47:00 PM,02/27/2020 04:47:00 PM,2001 Bastrop Highway in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,White,,03/02/2020 05:14:00 PM,03/02/2020 05:14:00 PM,12/05/2019,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,White,0.0
A814317,Kona,02/27/2020 04:47:00 PM,02/27/2020 04:47:00 PM,2001 Bastrop Highway in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,White/Black,Kona,03/02/2020 06:02:00 PM,03/02/2020 06:02:00 PM,12/05/2019,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,White/Black,0.0
A814316,,02/27/2020 04:47:00 PM,02/27/2020 04:47:00 PM,2001 Bastrop Highway in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever/Pit Bull,Fawn/White,,03/02/2020 04:41:00 PM,03/02/2020 04:41:00 PM,12/05/2019,Dog,Neutered Male,2 months,Labrador Retriever/Pit Bull,Fawn/White,0.0
A814315,,02/27/2020 04:47:00 PM,02/27/2020 04:47:00 PM,2001 Bastrop Highway in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever/Pit Bull,Chocolate/White,,03/02/2020 04:41:00 PM,03/02/2020 04:41:00 PM,12/05/2019,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Chocolate/White,0.0
A814310,Rocko,02/27/2020 03:17:00 PM,02/27/2020 03:17:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Great Pyrenees,White,Rocko,03/04/2020 11:56:00 AM,03/04/2020 11:56:00 AM,02/27/2017,Dog,Neutered Male,3 years,Great Pyrenees,White,0.0
A814307,,02/27/2020 03:19:00 PM,02/27/2020 03:19:00 PM,2200 Hancock Dr in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/27/2020 03:57:00 PM,02/27/2020 03:57:00 PM,02/27/2018,Other,Unknown,,Bat,Brown/Brown,1.0
A814306,*Sparrow,02/27/2020 02:52:00 PM,02/27/2020 02:52:00 PM,16058 Meurer Lane in Travis (TX),Stray,Normal,Dog,Intact Female,11 months,Labrador Retriever,Cream,*Sparrow,03/04/2020 04:40:00 PM,03/04/2020 04:40:00 PM,03/27/2019,Dog,Spayed Female,11 months,Labrador Retriever,Cream,0.0
